,source,content,category,sentiment,date_parsed
387,t-online,Gürtelrose (Herpes Zoster) im Gesicht - t-online. Bei Gürtelrose im Gesicht ist Vorsicht geboten: Ohne schnelle Behandlung können Schäden zurückbleiben. Woran Sie die 'Gesichtsrose' erkennen und was hilft.,health,0,2021-05-03
388,t-online,"Mit diesen Tipps und Tricks gelingt Biskuitrolle - t-online.de. Die luftige Eier-Zucker-Mehl-Masse herzustellen, ist kein Hexenwerk - und selbst für den Roll-Notfall gibt es einen Trick.",health,0,2021-05-03
389,www.rtl.de,Studie: Hilft Vitamin D gegen Heuschnupfen und Asthma? - RTL Online. Forscher haben einen Zusammenhang zwischen einem Vitamin und Allergien belegt. Es kann gegen Heuschnupfen und Asthma helfen.,health,0,2021-05-03
390,freundin.de,"Müsli beugt Brustkrebs vor | freundin.de - freundin. Schon junge Frauen können etwas tun, um ihr Brustkrebsrisiko zu senken. Eine besondere Rolle scheinen dabei laut einer neuen Studie die Ballaststoffe im Essen zu spielen",health,0,2021-05-03
391,t-online,"Bauchfett loswerden: So verlieren Sie Fett am Bauch am besten – Tipps - t-online. Bauchfett schadet der Gesundheit. Ursachen für Fett am Bauch gibt es viele. Welche Rolle Ernährung spielt und wie Sie abnehmen können, erfahren Sie hier.",health,0,2021-05-03
392,heidelberg24.de,"Alkohol nach Corona-Impfung: Experten warnen – So lange sollte man verzichten - heidelberg24.de. Für Menschen, die eine Corona-Impfung erhalten haben, sollte Alkohol tabu sein. Eine Expertin rät zu einer drastischen Zeitspanne und warnt vor Konsequenzen:",health,0,2021-05-03
393,scinexx | das wissensmagazin,Vier Subtypen von Alzheimer identifiziert - Verteilung der Tau-Proteine bedingt unterschiedliche Symptome und Prognose - scinexx.de - scinexx | Das Wissensmagazin. Überraschende Entdeckung:  Bei der Alzheimer-Demenz gibt es offenbar vier Subtypen . Diese zeigen sich an der Verteilung der krankmachenden,health,1,2021-05-02
394,heilpraxisnet.de,"Darmkrebs: Neuer Ansatzpunkt für Behandlungen - Heilpraxisnet.de. Neuer Ansatzpunkt für Darmkrebs-Therapien Laut Fachleuten erkranken in Deutschland jedes Jahr rund 61.000 Menschen neu an Darmkrebs. Für diese Krebserkrankung stehen verschiedene Behandlungsverfahren zur Verfügung: Eine wichtige Rolle spielen Operation, Chemo…",health,1,2021-05-02
395,www.mdr.de,"Corona-Newsletter | Mittwoch, 1. Juli 2020: Machen Mutationen das Virus (un-)gefährlicher? - MDR. Hier geht's zum Newsletter.",health,0,2021-03-18
396,heilpraxisnet.de,"Aussetzung genmanipulierter Mücken könnte dramatische Folgen haben. In Florida sollen zu Versuchszwecken gentechnisch veränderte Mücken freigesetzt werden. So soll eigentlich auf lange Sicht die Entstehung von verschiedenen Krankheiten verhindert werden. Die Freisetzung der Insekten ist bei vielen dort lebenden Menschen allerdings nicht gerade ein Grund zur Begeisterung, weil sie befürchten, dass so gefährliche Hybridmückenarten entstehen könnten.",health,0,2021-05-03
397,frankfurter rundschau,"Vitamin-D-Mangel: Künstliche Aufnahme kann schädlich für die Gesundheit sein. Vitamin D ist für den Körper äußerst wichtig. Es gibt Wege, einem Mangel vorzubeugen. Aber Vorsicht – eine Überversorgung kann der Gesundheit auch schaden.",health,0,2021-05-03
398,op-online.de,Termineinladungen per Mail: Neue Betrugs-Masche ist im Umlauf. Betrüger verschicken Fake-Termineinladungen per Mail. Damit haben sie es auf Daten abgesehen.,health,0,2021-05-03
399,heilpraxisnet.de,"Vitamin D hilft gegen Heuschnupfen und Allergien. Vitamin D kann das Immunsystems stärken und dabei helfen Symptome von Heuschnupfen und anderen Allergien abzumildern. Da Heuschnupfen und Allergien viele Menschen auf der ganzen Welt betreffen, könnte diese Erkenntnis Betroffenen helfen besser mit ihren Allergien umzugehen und zu einer verbesserten Lebensqualität beitragen.",health,1,2021-05-03
400,scinexx | das wissensmagazin,Vier Subtypen von Alzheimer identifiziert. Überraschende Entdeckung: Forscher haben bei der Alzheimer-Demenz vier verschiedene Subtypen identifiziert. Diese zeigen sich an der Verteilung der,health,1,2021-05-02
401,20 minuten,Seit 14 Jahren vermisst. Maddie McCann ist seit 2007 verschwunden. Das Mädchen war damals fast vier Jahre alt. Nun würde sie 18 Jahre alt werden – ihre Eltern hoffen weiterhin auf ein Wiedersehen.,world,0,2021-05-04
402,blick,Hass-Tat in New York: Frau attackiert Asiatin (31) mit Hammer. Ein erneuter Fall von mutmasslich rassistischer Gewalt gegen Asiaten beschäftigt die US-Metropole New York.,world,0,2021-05-04
403,blick,Schottland vor der Schicksalswahl: Kommt eine neue Grenze in Europa?. Am Donnerstag wählen die Schotten. Es geht dabei um viel mehr als nur ein neues Parlament.,world,1,2021-05-04
404,20 minuten,Totes Krokodil gefunden auf Baustelle in Villingen-Schwenningen (D). Passanten machten in Schwenningen (D) einen skurrilen Fund. Sie meldeten der Polizei ein totes Krokodil auf einer Baustelle. Es handelt sich um ein rund ein Meter grosses Tier.,world,0,2021-05-04
405,srf,"Überführung eingestürzt - Mindestens 23 Tote bei Einsturz von U-Bahnbrücke in Mexiko-Stadt. Unter den Toten sind auch Kinder, wie Bürgermeisterin Claudia Sheinbaum auf Twitter mitteilte.",world,0,2021-05-04
406,srf,Coronavirus weltweit - Die internationale Lage in der Übersicht. Dänemark lockert zahlreiche Beschränkungen. In Australien sorgen die Strafen gegen Einreisende aus Indien für Ärger.,world,1,2021-05-04
407,20 minuten,"Auf Teneriffa vom Vater entführt. Die spanische Polizei sucht fieberhaft nach zwei kleinen Mädchen, die von ihrem Vater entführt wurden. Derzeit stehen zwei Thesen im Vordergrund.",world,0,2021-05-04
408,20 minuten,"Nach Empörungswelle : Australien rudert bei Haftstrafen für Heimkehrer aus Indien zurück. Australien plante radikale Massnahmen für Personen, die illegal aus Corona-Hochrisikogebieten wie Indien einreisen: Ihnen drohte bis zu fünf Jahre Gefängnis. Doch jetzt krebst die Regierung zurück.",world,0,2021-05-04
409,srf,"Forscherpaar der Stunde - Biontech-Gründer Ugur Sahin skizziert die ""neue Normalität"". Das Biontech-Forscherpaar Ugur Sahin und Özlem Türeci veränderte die Welt. Der Sohn türkischer Einwanderer im Porträt.",world,1,2021-05-04
410,blick,"Nach 27 Jahren Ehe: Bill und Melinda Gates lassen sich scheiden. Bill und Melinda Gates geben nach 27 Jahren Ehe bekannt: Sie lassen sich scheiden. Laut einem gemeinsamen Statement, planen sie, privat getrennte Wege zu gehen – die Arbeit an ihrer gemeinsamen Stiftung wollen sie jedoch zusammen fortsetzen.",world,0,2021-05-03
411,blick,Britney Spears bezeichnet Dokumentationen über sie als heuchlerisch. Gleich zwei Dokumentationen sind kürzlich über Britney Spears erschienen. Die Sängerin ist davon nicht begeistert und äussert sich nun dazu.,world,0,2021-05-04
412,20 minuten,Sturmtief - Eugen weht in Deutschland LKW um und sorgt in Zürich für Windrekord. In Deutschland sorgt Sturmtief Eugen für chaotische Szenen. Die Schweiz wird gestreift – das reicht aber schon für einen Windrekord an der Messstation in Zürich Kloten.,world,0,2021-05-04
413,blick,Harry und Meghans Buch-Neuauflage macht Royal-Versöhnung unmöglich. In der Neuauflage des Buchs «Finding Freedom» wird ein zusätzliches Kapitel die jüngsten Ereignisse rund um Harry und Meghan beleuchten. Eine Versöhnung mit der Royal-Family wird so wohl ausgeschlossen sein.,world,0,2021-05-04
414,srf,2:1-Sieg gegen Aarau - Dank Joker Tasar - Luzern steht im Cupfinal. Luzern schlägt Aarau im Cup-Halbfinal auswärts 2:1 und steht zum ersten Mal seit 2012 im Cupfinal.,world,1,2021-05-04
415,20 minuten,"Herbstzeitlose statt Bärlauch : Mann vergiftet sich mit selbstgekochter Sauce. In München ist ein Mann nach dem Verzehr einer selbst zubereiteten Sauce ums Leben gekommen. Er hatte aus Versehen eine tödliche Zutat verwendet. Er dachte, es handle sich dabei um Bärlauch.",world,0,2021-05-04
416,blick,Schweizer Multi-Milliardär Hansjörg Wyss finanziert die Demokraten. Der in Bern geborene Hansjörg Wyss (85) nimmt ziemlich viel Einfluss auf die US-Politik. Eine Recherche deckt weitgehende Verflechtungen auf – finanziell und personell.,world,1,2021-05-04
417,20 minuten,"Rätsel um sterbende Fische im Fählensee gelöst. In den letzten acht Jahren wurden am Fählensee mehrere Untersuchungen durchgeführt. Sie zeigen, was es mit den schlechten Lebensbedingungen für Gewässerbewohner auf sich hat.",world,0,2021-05-04
418,20 minuten,«The Bench» : Herzogin Meghan veröffentlicht ihr erstes Kinderbuch. Am 8. Juni erscheint das erste Kinderbuch aus der Feder von Herzogin Meghan. Die Geschichte handelt von der Beziehung zwischen Vater und Sohn aus der Sicht einer Mutter.,world,1,2021-05-04
419,salzburger nachrichten,Präeklampsie-Erkrankung: Aspirin-Prävention zu wenig individuell. Bei manchen schwangeren Frauen steigt der Blutdruck plötzlich an und im Urin finden sich Eiweißausscheidungen - mit möglichen schweren Folgen für die Mutter und das Ungeborene.,world,0,2021-05-04
420,20 minuten,Kletterhalle in Ostermundigen : Bub (9) zu Tode gestürzt – Betreuer wird freigesprochen. Zehn Meter stürzte ein Kind 2018 in der Boulder-Anlage O’Bloc in die Tiefe und zog sich todbringende Verletzungen zu. Am Dienstag musste sich ein Mann wegen des Unglücks vor Gericht verantworten.,world,0,2021-05-04
421,20 minuten,Champions League live - Di Maria tritt Fernandinho um und sieht Rot — PSG braucht ein Wunder - 20 Minuten. Wer zieht als erstes Team in das Champions-League-Final ein? PSG muss einen 1:2-Rückstand aus dem Hinspiel gegen Manchester City wettmachen. Wir tickern für euch das Halbfinal-Rückspiel live.,world,1,2021-05-04
422,neue zürcher zeitung,"Teile von chinesischer Rakete fallen unkontrolliert auf die Erde - Neue Zürcher Zeitung. Eine 20 Tonnen schwere Rakete aus China ist auf dem Weg zurück in die Erdatmosphäre. Bei dem Wiedereintritt soll es zudem Trümmerteile regnen. Nur ist noch nicht klar, wo sie genau landen werden.",world,0,2021-05-04
423,blick,"Vitalik Buterin – der jüngste Krypto-Milliardär und die Schweiz - BLICK. Vitalik Buterin ist der jüngste Krypto-Milliardär der Welt. Mit seiner Währung Ethereum kann nicht einmal Bitcoin mithalten. Seine Spuren hat der Russe auch in der Schweiz hinterlassen, besonders im Kanton Zug ist er omnipräsent.",world,1,2021-05-04
424,srf,Neue Bestattungsmethode – In Bern kommt der Sarg per Velo - Schweizer Radio und Fernsehen (SRF). Die letzte Fahrt per Velo – echte Trauerarbeit oder simpler PR-Gag?,world,0,2021-05-04
425,tages-anzeiger,"Werbespot von Schweiz Tourismus - Roger Federer kassiert Korb von Robert De Niro - Tages-Anzeiger. Im einem neuen Videoclip will der Tennisstar die Hollywood-Legende für die Schweiz begeistern. Doch De Niro meint lapidar: Zu schön, zu wenig Drama dort.",world,0,2021-05-04
426,it magazine,"Ab Juni entfernt Microsoft Adobe Flash komplett aus Windows - IT Magazine - IT Magazine. Adobe hat den Support für Flash bereits eingestellt. Nun kündigt Microsoft an, dass Flash ab Juni 2021 endgültig aus Windows verschwinden wird.",world,1,2021-05-04
427,nau.ch,Zürcher Polizei mit Schlag gegen Raser - Nau.ch. Die Kapo Zürich hat in einem Rundumschlag gegen Raser 12 Personen im ganzen Kanton festgenommen und deren Autos sichergestellt.,world,1,2021-05-04
428,neue zürcher zeitung,Schweizer Botschaftsmitarbeiterin in Teheran stürzt aus Hochhaus - Neue Zürcher Zeitung. Eine Angestellte der Schweizer Botschaft in Teheran ist bei einem Sturz aus einem Hochhaus zu Tode gekommen. Die Schweizer Behörden sprechen von einem tragischen Unglücksfall.,world,0,2021-05-04
429,finanzen.ch,"Streitigkeiten : Apple-Aktie tiefer: App-Store-Prozess zwischen Apple und 'Fortnite'-Machern begonnen - finanzen.ch. Apple und der ""Fortnite""-Entwickler Epic Games streiten in einem Prozess, der das App-Geschäft auf dem iPhone verändern könnte.",world,0,2021-05-04
430,blick,Corona-Krise: So viel verdient Pfizer an der Corona-Impfung wirklich - BLICK. Zusammen mit Biontech hat Pfizer einen der ersten Impfstoffe gegen Corona entwickelt. Das macht sich nun bezahlt. Die Aktionäre freuts.,world,1,2021-05-04
431,die welt,"Gegen Corona geimpft oder genesen: Die Antikörper unterscheiden sich - WELT. Nach einer Infektion mit Coronaviren oder einer Impfung wird man nicht mehr schwer an Covid-19 erkranken. Trotzdem kann man sich infizieren und andere anstecken. Weltweit versuchen Wissenschaftler zu verstehen, wie es zu dieser Lücke im Immunschutz kommt – un…",world,0,2021-05-04
432,20 minuten,Postfinance und Swissquote bringen neue Banking-App «Yuh» - 20 Minuten. Der Markt mit Smartphone-Banken ist hart umkämpft. Nun kommt ein neuer Anbieter: Mit der App Yuh wollen Postfinance und Swissquote «neue Wege» gehen.,world,1,2021-05-04
433,telebasel,Schwer verletzte Frau in der Steinenvorstadt gefunden. In der Steinen Vorstadt stieg am Dienstagnachmittag eine junge Frau über ein Geländer. Beim Sturz verletzte sie sich schwer. Ihre Identität bleibt unklar.,nation,0,2021-05-04
434,20 minuten,"Basel : Junge Frau steigt über Balkongeländer und stürzt ab. In Basel wurde am Dienstag eine junge Frau schwer verletzt, als sie ein Balkongeländer bestieg und abstürzte. Nun ermittelt die Kriminalpolizei.",nation,0,2021-05-04
435,blick,"BAG-Quarantäneliste: Bosnien-Herzegowina möglicherweise neu drauf. Das Bundesamt für Gesundheit wird seine Quarantäneliste bald wieder anpassen. Blick weiss, welche Länder wohl auf die Liste gesetzt werden – und welche bald wieder erleichterte Einreisebestimmungen haben könnten.",nation,0,2021-05-04
436,blick,Thai-Königin Suthida versteckte sich in Engelberg. Mehrere Jahre lang lebte die thailändische Königin Suthida fast unerkannt in Engelberg OW. Gesehen wurde sie höchstens auf der Skipiste und im gemütlichen Bärghuis auf dem Jochpass. Bald wird sie wieder im Klosterdorf erwartet.,nation,0,2021-05-04
437,20 minuten,Basel-Stadt : Bettler werden nach Grosskontrolle ausgewiesen. Die Kantonspolizei Basel-Stadt kontrollierte in einer grossangelegten Aktion 52 mutmassliche Bettlerinnen und Bettler. 21 Personen wurden dem Migrationsamt Basel-Stadt zugeführt.,nation,0,2021-05-04
438,srf,Polizeaktion in Frankreich - Waadtländer Geldtransporter-Knacker verhaftet. Fünf mutmasslich an dem Überfall auf einen Geldtransport in Daillens VD Beteiligte sind in Frankreich verhaftet worden.,nation,0,2021-05-04
439,blick,Unfall in Zürich: Mann (32) unter Tram eingeklemmt - verletzt. Am Dienstagnachmittag ist es im Kreis 5 in Zürich zu einer Kollision zwischen einem Tram der Linie 13 und einem Fussgänger gekommen. Der Mann musste mit erheblichen Verletzungen ins Spital gebracht werden.,nation,0,2021-05-04
440,20 minuten,Thailands König Maha Vajiralongkorn versteckte Geliebte Suthida jahrelang in Engelberg. In einem Hotel im Kanton Obwalden soll sich über Jahre Suthida Vajiralongkorn (42) aufgehalten haben. Ihr Ehemann soll sie dort öfter besucht haben.,nation,0,2021-05-04
441,blick,Implenia schliesst in Graubünden - 150 Mitarbeitende zittern um den Job - BLICK. 150 Implenia-Mitarbeitende fürchten um ihren Job. Der Baukonzern schliesst den Tief- und Strassenbau im Kanton Graubünden.,business,0,2021-05-04
442,btc-echo,Auf der Zielgeraden: Diese Bitcoin-Miner unterstützen Taproot - BTC-ECHO. Taproot könnte noch in diesem November in den Bitcoin-Code implementiert werden. Bereits 15 Prozent der Miner unterstützen das Update.,business,1,2021-05-04
443,blick,"Luftfahrt: Zehn neue Flugzeuge für die Lufthansa - BLICK. Trotz der schwierigen Lage in der Corona-Krise kauft Lufthansa zehn neue Langstreckenflugzeuge von Airbus und Boeing. Die Konzernleitung habe den Erwerb von fünf Airbus A350-900 und fünf Boeing 787-9 beschlossen, teilte die Fluggesellschaft am Montagabend mit.",business,1,2021-05-04
444,20 minuten,Tesla-Gigafactory in Berlin – Zehn Fakten zur Fabrik der Superlative - 20 Minuten. 30 Kilometer südöstlich von Berlin baut Elon Musk seine erste europäische Tesla-Gigafactory – und das in Rekordzeit. Ebenso rekordverdächtig sind die Ausmasse des Projekts.,business,1,2021-05-04
445,srf,Versuchs-Projekt – Migros nimmt Plastikverpackungen zurück – Kundschaft zahlt dafür - Schweizer Radio und Fernsehen (SRF). In 40 Migros-Filialen können neu Plastikverpackungen abgegeben werden. Zuerst muss aber ein Sammelsack gekauft werden.,business,0,2021-05-03
446,tages-anzeiger,"Trump ruft zum Boykott auf – Coca-Cola kämpft an allen Fronten - Tages-Anzeiger. Der Getränkehersteller hat alle Hände voll zu tun, gleich mehrere Probleme zu meistern. Nun kommt auch noch ein Scharmützel mit dem prominentesten Verehrer hinzu.",business,0,2021-05-03
447,blick,"Zughersteller Stadler fürchtet russische Industriespionage in Deutschland. Der Zughersteller Stadler warnt vor russischer Industriespionage. Das Unternehmen befürchtet, dass durch einen Wartungsvertrag in Deutschland Betriebsgeheimnisse an einen russischen Konkurrenten gelangen könnten.",business,0,2021-05-03
